customer_id,region,tenure_months,contract_type,internet_type,payment_method,monthly_charges,total_charges,churn
CUST00735,South,28,Month-to-month,No,Credit card,46.27,1178.32,Yes
CUST00736,West,64,Month-to-month,DSL,Bank transfer,64.1,3918.7,No
CUST00737,North,24,Two year,Fiber optic,Electronic check,57.85,1286.8,No
CUST00738,North,13,Month-to-month,DSL,Mailed check,68.63,920.07,No
CUST00739,North,37,Month-to-month,Fiber optic,Mailed check,66.34,2363.81,No
CUST00740,North,37,Month-to-month,DSL,Mailed check,103.16,3732.73,Yes
CUST00741,East,41,Month-to-month,Fiber optic,Credit card,64.72,2613.95,No
CUST00742,East,21,One year,DSL,Bank transfer,117.01,2495.2,Yes
CUST00743,East,36,Month-to-month,DSL,Mailed check,90.6,3074.99,No
CUST00744,South,20,Month-to-month,DSL,Bank transfer,76.6,1480.12,No
CUST00745,South,71,One year,Fiber optic,Bank transfer,33.09,2272.48,No
CUST00746,East,15,Two year,Fiber optic,Credit card,96.39,1506.82,No
CUST00747,South,0,Two year,Fiber optic,Bank transfer,84.02,79.34,No
CUST00748,South,72,One year,No,Bank transfer,88.29,6418.83,No
CUST00749,South,70,Month-to-month,DSL,Mailed check,63.49,4061.52,Yes
CUST00750,South,67,Month-to-month,No,Bank transfer,37.96,2320.88,No
CUST00751,North,65,Month-to-month,Fiber optic,Electronic check,110.66,6863.18,Yes
CUST00752,West,47,Month-to-month,DSL,Bank transfer,53.84,2648.47,No
CUST00753,North,27,One year,Fiber optic,Credit card,99.98,2546.39,No
CUST00754,West,53,Month-to-month,Fiber optic,Electronic check,32.65,1636.11,No
CUST00755,East,8,Two year,Fiber optic,Credit card,27.02,207.82,No
CUST00756,West,22,One year,Fiber optic,Mailed check,38.32,863.98,No
CUST00757,West,5,Two year,DSL,Bank transfer,68.4,345.75,Yes
CUST00758,North,19,Month-to-month,No,Credit card,30.67,582.66,Yes
CUST00759,South,62,Two year,Fiber optic,Electronic check,30.17,1761.27,No
CUST00760,North,46,One year,Fiber optic,Bank transfer,82.06,3666.82,No
CUST00761,North,47,Month-to-month,Fiber optic,Bank transfer,34.61,1478.28,Yes
CUST00762,South,45,Month-to-month,DSL,Credit card,82.9,3891.93,Yes
CUST00763,East,67,One year,DSL,Mailed check,96.18,5976.78,Yes
CUST00764,South,69,Month-to-month,DSL,Bank transfer,45.69,3167.41,No
CUST00765,East,18,Month-to-month,Fiber optic,Bank transfer,97.44,1686.92,No
CUST00766,South,13,Month-to-month,Fiber optic,Mailed check,99.1,1267.43,No
CUST00767,North,53,Month-to-month,DSL,Mailed check,112.19,5779.15,Yes
CUST00768,East,17,Two year,No,Bank transfer,35.57,571.86,No
CUST00769,North,28,Month-to-month,Fiber optic,Mailed check,49.36,1287.37,No
CUST00770,West,14,Month-to-month,Fiber optic,Credit card,22.34,286.54,No
CUST00771,North,60,Month-to-month,DSL,Electronic check,48.77,2638.09,Yes
CUST00772,North,26,One year,DSL,Bank transfer,20.98,502.84,No
CUST00773,East,44,Month-to-month,No,Mailed check,69.5,2783.55,No
CUST00774,North,67,Month-to-month,DSL,Bank transfer,35.52,2411.02,Yes
CUST00775,North,27,Two year,No,Credit card,55.38,1477.93,No
CUST00776,North,23,Two year,No,Credit card,39.86,856.39,No
CUST00777,East,15,Month-to-month,Fiber optic,Credit card,95.75,1444.45,No
CUST00778,North,10,Month-to-month,DSL,Bank transfer,64.61,652.84,No
CUST00779,West,28,One year,DSL,Credit card,37.26,949.85,No
CUST00780,West,47,Month-to-month,No,Credit card,86.55,3902.92,No
CUST00781,North,15,Month-to-month,Fiber optic,Electronic check,93.63,1452.01,Yes
CUST00782,East,25,Month-to-month,Fiber optic,Credit card,30.52,782.62,No
CUST00783,East,34,One year,No,Credit card,54.32,1846.88,No
CUST00784,West,65,Month-to-month,Fiber optic,Electronic check,30.46,1927.24,Yes
CUST00785,South,3,Month-to-month,DSL,Electronic check,68.81,186.62,Yes
CUST00786,East,19,Month-to-month,Fiber optic,Electronic check,85.43,1587.45,Yes
CUST00787,West,25,Month-to-month,Fiber optic,Bank transfer,73.33,1872.52,No
CUST00788,North,4,Two year,No,Electronic check,57.13,216.45,Yes
CUST00789,West,4,Month-to-month,Fiber optic,Bank transfer,108.24,400.32,Yes
CUST00790,East,49,Month-to-month,DSL,Credit card,85.33,4192.9,No
CUST00791,West,71,Two year,Fiber optic,Credit card,44.87,3149.63,No
CUST00792,East,36,Month-to-month,DSL,Electronic check,31.08,1068.49,No
CUST00793,North,43,Month-to-month,Fiber optic,Bank transfer,60.02,2344.63,Yes
CUST00794,South,39,One year,No,Electronic check,106.63,3814.12,Yes
CUST00795,East,4,Month-to-month,No,Credit card,45.2,181.59,Yes
CUST00796,East,48,One year,DSL,Electronic check,100.45,4411.8,No
CUST00797,East,63,Month-to-month,Fiber optic,Bank transfer,35.0,2083.57,No
CUST00798,South,63,One year,No,Electronic check,103.72,6406.12,No
CUST00799,North,38,Two year,Fiber optic,Mailed check,81.71,3240.64,No
CUST00800,North,43,Month-to-month,Fiber optic,Credit card,61.56,2520.28,Yes
CUST00801,East,64,Two year,Fiber optic,Bank transfer,38.41,2360.76,No
CUST00802,West,70,Month-to-month,DSL,Mailed check,76.84,5012.73,No
CUST00803,West,34,Two year,Fiber optic,Credit card,113.33,3887.87,Yes
CUST00804,South,46,Month-to-month,DSL,Bank transfer,104.1,4604.43,No
CUST00805,North,26,Two year,DSL,Bank transfer,83.9,2047.17,No
CUST00806,West,30,Month-to-month,DSL,Mailed check,99.3,2819.87,No
CUST00807,West,54,One year,DSL,Mailed check,45.82,2237.67,No
CUST00808,East,70,Month-to-month,No,Credit card,97.79,6217.58,No
CUST00809,East,38,Two year,No,Credit card,109.47,4162.98,No
CUST00810,West,17,Month-to-month,Fiber optic,Electronic check,71.24,1240.57,No
CUST00811,East,63,Two year,DSL,Electronic check,96.87,5779.43,No
CUST00812,West,30,Two year,DSL,Electronic check,35.87,1125.05,No
CUST00813,East,7,Month-to-month,Fiber optic,Electronic check,50.28,339.14,Yes
CUST00814,East,18,Month-to-month,Fiber optic,Bank transfer,20.15,379.03,No
CUST00815,North,30,Month-to-month,Fiber optic,Bank transfer,110.12,3312.81,Yes
CUST00816,South,56,Month-to-month,No,Credit card,112.61,6543.83,Yes
CUST00817,South,38,Month-to-month,No,Credit card,82.4,3231.15,No
CUST00818,West,4,Month-to-month,DSL,Credit card,66.05,254.15,No
CUST00819,West,12,Two year,Fiber optic,Electronic check,53.89,640.42,No
CUST00820,East,58,One year,Fiber optic,Mailed check,82.28,4861.26,Yes
CUST00821,West,25,One year,DSL,Electronic check,29.3,686.68,No
CUST00822,South,52,One year,DSL,Credit card,107.1,5123.81,No
CUST00823,East,36,Month-to-month,Fiber optic,Mailed check,58.14,2002.2,No
CUST00824,South,2,Two year,No,Mailed check,110.5,231.19,Yes
CUST00825,South,6,Month-to-month,Fiber optic,Bank transfer,33.22,208.03,Yes
CUST00826,North,1,One year,Fiber optic,Credit card,102.38,99.73,Yes
CUST00827,South,24,Two year,No,Bank transfer,47.37,1107.46,No
CUST00828,South,27,Two year,DSL,Mailed check,60.67,1574.66,No
CUST00829,East,33,Month-to-month,Fiber optic,Mailed check,55.7,1842.95,No
CUST00830,North,60,Month-to-month,DSL,Credit card,88.06,5320.59,No
CUST00831,East,9,Month-to-month,DSL,Bank transfer,112.97,986.88,Yes
CUST00832,North,0,Month-to-month,Fiber optic,Bank transfer,117.71,117.79,Yes
CUST00833,North,22,Month-to-month,Fiber optic,Bank transfer,107.55,2176.31,Yes
CUST00834,West,18,Month-to-month,DSL,Mailed check,68.92,1297.63,Yes
CUST00835,East,55,Month-to-month,No,Bank transfer,70.73,3755.42,Yes
CUST00836,West,19,One year,No,Credit card,23.43,410.58,No
CUST00837,North,60,Month-to-month,Fiber optic,Credit card,29.83,1851.15,No
CUST00838,West,45,Two year,Fiber optic,Credit card,68.28,3155.18,No
CUST00839,North,44,Month-to-month,No,Mailed check,103.17,4596.18,No
CUST00840,South,0,Month-to-month,Fiber optic,Credit card,111.88,104.82,Yes
CUST00841,North,42,Month-to-month,Fiber optic,Electronic check,58.21,2416.83,No
CUST00842,East,19,Month-to-month,Fiber optic,Credit card,64.31,1274.77,No
CUST00843,North,42,Two year,Fiber optic,Credit card,51.14,2168.78,No
CUST00844,South,27,Two year,No,Bank transfer,50.96,1249.79,No
CUST00845,West,11,Month-to-month,DSL,Credit card,27.1,306.4,Yes
CUST00846,West,36,One year,No,Mailed check,30.3,1062.03,No
CUST00847,East,16,Month-to-month,DSL,Bank transfer,70.29,1094.77,No
CUST00848,West,34,One year,Fiber optic,Credit card,100.72,3397.36,No
CUST00849,West,11,Month-to-month,DSL,Credit card,87.0,954.26,Yes
CUST00850,West,67,One year,Fiber optic,Bank transfer,65.76,4017.66,No
CUST00851,East,19,Two year,Fiber optic,Bank transfer,103.84,1930.47,No
CUST00852,North,70,Month-to-month,DSL,Electronic check,70.09,4719.63,Yes
CUST00853,East,45,Month-to-month,DSL,Electronic check,29.62,1331.88,Yes
CUST00854,South,50,Month-to-month,Fiber optic,Bank transfer,50.02,2522.54,No
CUST00855,West,33,Month-to-month,No,Mailed check,39.53,1189.35,No
CUST00856,East,13,Month-to-month,DSL,Credit card,29.9,359.84,No
CUST00857,West,62,Month-to-month,No,Bank transfer,88.45,5727.78,No
CUST00858,East,11,Month-to-month,DSL,Electronic check,101.23,1118.43,Yes
CUST00859,North,26,Month-to-month,DSL,Mailed check,62.45,1613.81,No
CUST00860,South,11,Month-to-month,Fiber optic,Credit card,61.03,615.92,No
CUST00861,West,62,Month-to-month,No,Mailed check,38.54,2354.63,No
CUST00862,North,42,Month-to-month,Fiber optic,Credit card,117.91,5087.38,No
CUST00863,East,4,Month-to-month,Fiber optic,Credit card,41.65,151.46,Yes
CUST00864,East,70,Month-to-month,No,Credit card,108.69,6980.93,No
CUST00865,East,57,One year,DSL,Bank transfer,92.07,5092.58,No
CUST00866,South,43,Two year,No,Credit card,31.38,1273.79,No
CUST00867,West,46,One year,Fiber optic,Mailed check,81.43,3529.91,No
CUST00868,West,16,Month-to-month,DSL,Credit card,28.29,435.62,No
CUST00869,East,30,Month-to-month,DSL,Electronic check,54.6,1538.28,No
CUST00870,South,64,Month-to-month,DSL,Credit card,29.62,1770.57,No
CUST00871,West,33,Two year,Fiber optic,Electronic check,96.55,3133.75,No
CUST00872,North,6,Two year,Fiber optic,Credit card,116.19,706.46,No
CUST00873,North,71,Month-to-month,DSL,Electronic check,106.83,7862.9,Yes
CUST00874,East,56,One year,Fiber optic,Electronic check,33.74,1803.58,No
CUST00875,North,25,Month-to-month,Fiber optic,Electronic check,43.02,1098.49,Yes
CUST00876,South,10,Month-to-month,Fiber optic,Credit card,54.79,547.76,Yes
CUST00877,West,29,Month-to-month,Fiber optic,Credit card,109.6,3314.36,Yes
CUST00878,East,3,Month-to-month,Fiber optic,Electronic check,26.65,75.73,No
CUST00879,South,55,Month-to-month,Fiber optic,Mailed check,110.06,5500.46,No
CUST00880,East,53,Month-to-month,Fiber optic,Bank transfer,91.6,4597.76,Yes
CUST00881,East,67,One year,DSL,Credit card,63.51,3960.58,No
CUST00882,West,44,Two year,Fiber optic,Credit card,97.09,4409.29,Yes
CUST00883,East,49,One year,Fiber optic,Mailed check,71.09,3417.64,No
CUST00884,East,66,Month-to-month,Fiber optic,Electronic check,20.84,1402.25,Yes
CUST00885,South,38,One year,No,Electronic check,92.66,3613.46,No
CUST00886,East,15,Month-to-month,Fiber optic,Electronic check,63.77,943.03,Yes
CUST00887,East,30,Two year,No,Mailed check,53.73,1519.51,No
CUST00888,South,48,Month-to-month,DSL,Bank transfer,70.68,3151.37,No
CUST00889,West,12,Month-to-month,Fiber optic,Credit card,26.36,287.64,No
CUST00890,West,27,Month-to-month,Fiber optic,Credit card,78.0,2059.33,Yes
CUST00891,East,63,One year,No,Credit card,92.64,5617.68,No
CUST00892,South,62,One year,DSL,Electronic check,88.84,5333.56,Yes
CUST00893,South,71,Month-to-month,No,Credit card,29.25,1984.21,Yes
CUST00894,South,15,Month-to-month,No,Bank transfer,47.99,650.89,Yes
CUST00895,West,6,Two year,DSL,Bank transfer,39.99,245.43,No
CUST00896,North,70,Month-to-month,No,Credit card,67.08,4444.18,No
CUST00897,East,48,Month-to-month,Fiber optic,Mailed check,95.72,4482.98,Yes
CUST00898,West,57,Month-to-month,Fiber optic,Electronic check,99.58,5674.22,Yes
CUST00899,South,50,Month-to-month,DSL,Credit card,93.06,4638.52,No
CUST00900,North,39,One year,DSL,Electronic check,37.63,1457.01,No
CUST00901,North,72,Month-to-month,Fiber optic,Electronic check,30.27,2267.55,Yes
CUST00902,North,35,One year,DSL,Credit card,26.63,913.44,No
CUST00903,North,62,Two year,DSL,Credit card,36.41,2039.82,No
CUST00904,West,32,Month-to-month,No,Mailed check,47.11,1398.07,No
CUST00905,South,39,Two year,Fiber optic,Electronic check,80.68,2985.4,Yes
CUST00906,North,38,Month-to-month,DSL,Credit card,109.09,3891.26,No
CUST00907,North,6,Month-to-month,Fiber optic,Mailed check,68.28,414.95,Yes
CUST00908,North,34,Month-to-month,Fiber optic,Credit card,24.68,758.85,No
CUST00909,North,34,One year,Fiber optic,Electronic check,43.12,1441.46,No
CUST00910,East,72,Month-to-month,DSL,Mailed check,97.85,6491.13,No
CUST00911,South,31,Month-to-month,Fiber optic,Credit card,22.26,705.17,No
CUST00912,East,21,Month-to-month,No,Credit card,45.88,903.39,No
CUST00913,East,27,One year,Fiber optic,Electronic check,34.46,911.92,Yes
CUST00914,North,50,One year,No,Bank transfer,107.58,5011.22,No
CUST00915,East,43,One year,No,Credit card,45.85,1970.25,No
CUST00916,South,58,Two year,DSL,Mailed check,83.94,4383.16,No
CUST00917,North,22,Month-to-month,No,Credit card,95.77,2066.32,No
CUST00918,North,68,Month-to-month,No,Credit card,86.57,5609.78,No
CUST00919,East,49,Month-to-month,Fiber optic,Electronic check,30.73,1438.87,Yes
CUST00920,North,28,One year,Fiber optic,Bank transfer,37.53,1074.42,No
CUST00921,South,29,Two year,No,Electronic check,46.64,1400.81,No
CUST00922,South,0,Month-to-month,No,Credit card,29.32,27.61,Yes
CUST00923,South,70,Month-to-month,Fiber optic,Mailed check,24.67,1587.43,Yes
CUST00924,East,72,Two year,No,Bank transfer,37.57,2709.63,No
CUST00925,East,71,Two year,DSL,Credit card,83.38,6165.43,Yes
CUST00926,East,55,Two year,Fiber optic,Electronic check,87.38,4661.67,No
CUST00927,North,28,Month-to-month,No,Credit card,50.26,1349.27,Yes
CUST00928,North,28,Two year,Fiber optic,Electronic check,111.53,2902.78,Yes
CUST00929,North,12,Month-to-month,Fiber optic,Electronic check,78.44,935.58,Yes
CUST00930,East,31,Month-to-month,DSL,Bank transfer,102.92,3264.68,No
CUST00931,South,9,One year,Fiber optic,Electronic check,81.79,726.42,Yes
CUST00932,North,4,Month-to-month,No,Electronic check,97.83,355.83,Yes
CUST00933,North,38,One year,Fiber optic,Electronic check,87.11,3256.85,Yes
CUST00934,West,51,Month-to-month,Fiber optic,Mailed check,106.19,5513.83,No
CUST00935,West,49,Month-to-month,Fiber optic,Electronic check,52.64,2684.18,No
CUST00936,West,66,Month-to-month,DSL,Electronic check,19.25,1279.39,No
CUST00937,South,16,One year,DSL,Credit card,67.1,1066.22,No
CUST00938,South,5,Month-to-month,DSL,Credit card,70.34,350.91,Yes
CUST00939,South,18,Month-to-month,Fiber optic,Bank transfer,55.62,902.26,No
CUST00940,South,7,Month-to-month,No,Electronic check,61.05,397.14,Yes
CUST00941,South,8,Month-to-month,Fiber optic,Credit card,79.18,601.56,Yes
CUST00942,East,38,Month-to-month,DSL,Credit card,107.36,4228.92,No
CUST00943,North,28,One year,Fiber optic,Mailed check,42.38,1198.73,No
CUST00944,East,48,Month-to-month,DSL,Electronic check,55.01,2405.63,Yes
CUST00945,North,18,Month-to-month,DSL,Bank transfer,22.48,365.98,Yes
CUST00946,South,28,Two year,Fiber optic,Bank transfer,104.45,2740.04,Yes
CUST00947,South,33,Two year,DSL,Mailed check,56.65,1903.31,No
CUST00948,South,39,Month-to-month,Fiber optic,Bank transfer,85.41,3468.14,No
CUST00949,West,8,Month-to-month,No,Mailed check,99.08,736.17,Yes
CUST00950,East,40,One year,No,Mailed check,111.94,4542.36,No
CUST00951,East,19,Month-to-month,DSL,Bank transfer,107.03,2089.95,No
CUST00952,West,26,One year,Fiber optic,Electronic check,35.08,873.97,No
CUST00953,East,63,Month-to-month,DSL,Bank transfer,71.6,4386.73,No
CUST00954,West,34,One year,Fiber optic,Electronic check,39.13,1375.96,No
CUST00955,South,50,Month-to-month,Fiber optic,Credit card,76.28,3967.8,Yes
CUST00956,North,17,One year,DSL,Bank transfer,41.48,639.0,No
CUST00957,East,54,Month-to-month,Fiber optic,Bank transfer,100.06,5119.86,Yes
CUST00958,South,56,Month-to-month,Fiber optic,Bank transfer,109.95,5813.49,Yes
CUST00959,North,35,Two year,DSL,Electronic check,54.74,1881.23,No
CUST00960,East,32,Month-to-month,No,Bank transfer,37.45,1187.14,Yes
CUST00961,East,1,One year,DSL,Bank transfer,97.88,94.02,No
CUST00962,North,60,One year,No,Mailed check,106.28,5956.8,No
CUST00963,South,60,Month-to-month,Fiber optic,Credit card,91.7,5332.59,No
CUST00964,East,24,Month-to-month,No,Credit card,39.38,914.4,No
CUST00965,East,17,One year,DSL,Electronic check,68.98,1171.28,No
CUST00966,South,53,Month-to-month,Fiber optic,Bank transfer,51.26,2454.57,No
CUST00967,South,19,Two year,No,Credit card,117.98,2086.12,No
CUST00968,West,24,Month-to-month,DSL,Credit card,83.18,1887.91,Yes
CUST00969,South,4,Two year,Fiber optic,Electronic check,37.04,134.89,No
CUST00970,East,26,Month-to-month,Fiber optic,Electronic check,64.38,1599.05,Yes
CUST00971,East,52,Month-to-month,No,Mailed check,72.72,3674.57,Yes
CUST00972,South,16,Two year,DSL,Credit card,34.2,539.68,No
CUST00973,South,64,One year,Fiber optic,Mailed check,18.76,1106.27,Yes
CUST00974,West,31,Month-to-month,No,Credit card,64.94,1985.8,No
CUST00975,East,58,Month-to-month,No,Bank transfer,57.89,3436.57,No
CUST00976,West,31,Month-to-month,Fiber optic,Credit card,64.7,2079.16,Yes
CUST00977,North,50,One year,DSL,Mailed check,45.93,2283.21,No
CUST00978,North,27,Two year,Fiber optic,Electronic check,119.52,2941.38,Yes
CUST00979,East,52,Month-to-month,DSL,Electronic check,65.14,3085.74,No
CUST00980,West,48,Month-to-month,Fiber optic,Mailed check,58.46,2529.99,Yes
CUST00981,South,41,One year,Fiber optic,Credit card,24.96,1005.21,No
CUST00982,West,17,Month-to-month,DSL,Mailed check,35.4,543.25,Yes
CUST00983,East,15,Month-to-month,Fiber optic,Electronic check,86.48,1169.66,Yes
CUST00984,West,45,Month-to-month,Fiber optic,Mailed check,63.09,2575.48,No
CUST00985,North,49,One year,Fiber optic,Electronic check,22.96,1076.22,Yes
CUST00986,South,47,Two year,DSL,Electronic check,61.01,3006.24,No
CUST00987,South,8,Month-to-month,No,Mailed check,91.85,666.17,Yes
CUST00988,East,41,One year,DSL,Mailed check,113.3,4456.05,No
CUST00989,South,27,Month-to-month,DSL,Electronic check,59.02,1509.78,Yes
CUST00990,West,28,Month-to-month,No,Bank transfer,22.48,650.1,No
CUST00991,West,13,One year,Fiber optic,Mailed check,43.7,519.36,No
CUST00992,West,17,Month-to-month,Fiber optic,Bank transfer,117.76,2001.83,Yes
CUST00993,North,57,Month-to-month,Fiber optic,Mailed check,69.35,3975.46,Yes
CUST00994,North,15,Month-to-month,Fiber optic,Mailed check,81.22,1107.42,Yes
CUST00995,East,25,Month-to-month,DSL,Electronic check,42.28,1066.3,No
CUST00996,West,42,Month-to-month,DSL,Electronic check,71.13,3126.78,No
CUST00997,East,3,Month-to-month,Fiber optic,Bank transfer,42.71,125.68,No
CUST00998,South,28,One year,Fiber optic,Bank transfer,36.72,1022.47,Yes
CUST00999,West,8,Two year,DSL,Mailed check,113.7,835.77,Yes
CUST01000,South,30,Month-to-month,Fiber optic,Credit card,49.77,1505.42,Yes
